ID,CLASS
5003093,1
5003094,1
5003095,1
5003096,1
5003097,0
5003098,0
5003099,1
5003100,1
5003101,1
5003102,0
5003103,0
5003104,0
5003105,0
5003106,0
5003107,0
5003108,1
5003110,1
5003111,0
5003112,0
5003113,0
5003115,0
5003116,1
5003117,1
5003118,1
5003119,1
5003120,0
5003121,1
5003122,1
5003123,0
5003124,0
5003125,0
5003126,1
5003127,1
5003128,0
5003129,1
5003131,1
5003132,0
5003133,0
5003134,0
5003135,0
5003136,0
5003137,0
5003138,1
5003139,1
5003140,0
5003141,1
5003142,0
5003143,1
5003144,1
5003145,0
5003146,0
5003147,1
5003148,0
5003149,0
5003150,1
5003151,1
5003152,0
5003153,0
5003154,0
5003155,0
5003156,0
5003157,0
5003158,0
5003159,0
5003160,1
5003161,0
5003162,1
5003163,1
5003164,0
5003165,1
5003166,0
5003167,0
5003168,1
5003169,0
5003170,1
5003171,0
5003172,0
5003173,0
5003174,1
5003175,0
5003176,0
5003177,0
5003178,1
5003179,0
5003180,0
5003181,0
5003182,0
5003183,0
5003186,0
5003187,0
5003188,1
5003189,1
5003194,0
5003197,0
5003198,0
5003199,0
5003200,1
5003201,1
5003202,1
5003203,1
5003205,1
5003206,0
5003207,1
5003209,0
5003210,1
5003211,0
5003212,0
5003214,1
5003219,0
5003220,0
5003221,1
5003222,1
5003224,1
5003225,1
5003226,1
5003227,1
5003228,1
5003229,1
5003230,1
5003231,0
5003232,0
5003233,1
5003234,1
5003235,1
5003236,1
5003237,0
5003238,1
5003239,0
5003240,0
5003241,0
5003242,1
5003243,1
5003244,0
5003245,0
5003246,0
5003247,1
5003248,1
5003249,1
5003250,0
5003252,1
5003253,1
5003255,0
5003256,0
5003257,1
5003258,1
5003259,1
5003260,0
5003261,0
5003262,0
5003263,0
5003264,1
5003265,1
5003266,0
5003267,1
5003268,1
5003269,1
5003270,0
5003272,1
5003273,0
5003274,0
5003275,0
5003276,0
5003277,0
5003278,0
5003279,0
5003281,1
5003282,0
5003283,1
5003284,1
5003286,1
5003287,0
5003288,1
5003289,0
5003291,1
5003292,1
5003293,1
5003294,0
5003295,1
5003298,1
5003299,1
5003300,1
5003301,1
5003302,1
5003303,1
5003304,0
5003305,0
5003306,0
5003307,0
5003308,1
5003311,0
5003312,0
5003313,0
5003314,0
5003315,0
5003316,0
5003317,0
5003318,0
5003319,1
5003320,0
5003321,1
5003322,1
5003323,1
5003324,1
5003325,1
5003326,1
5003328,0
5003329,1
5003330,0
5003334,0
5003335,1
5003337,0
5003338,0
5003339,1
5003343,0
5003344,0
5003345,0
5003346,0
5003349,0
5003350,1
5003351,0
5003352,0
5003353,1
5003354,1
5003355,1
5003356,1
5003357,0
5003358,1
5003359,0
5003360,1
5003362,1
5003364,0
5003365,1
5003366,1
5003367,1
5003369,0
5003370,0
5003371,0
5003372,0
5003373,0
5003374,0
5003375,0
5003377,1
5003378,0
5003383,1
5003385,1
5003386,0
5003388,0
5003391,0
5003392,1
5003393,0
5003394,0
5003395,0
5003396,1
5003397,0
5003398,1
5003400,1
5003401,0
5003402,1
5003408,1
5003409,0
5003410,1
5003411,0
5003412,0
5003413,1
5003414,1
5003415,1
5003417,1
5003418,0
5003420,0
5003421,0
5003422,1
5003423,1
5003424,0
5003428,1
5003430,1
5003431,0
5003432,1
5003433,1
5003434,1
5003435,0
5003436,1
5003437,1
5003438,0
5003440,1
5003441,0
5003442,0
5003444,1
5003445,1
5003449,0
5003450,0
5003451,0
5003452,0
5003453,0
5003454,0
5003455,1
5003456,1
5003457,0
5003458,1
5003459,1
5003460,1
5003461,0
5003463,0
5003464,1
5003465,1
5003466,1
5003467,1
5003469,1
5003470,0
5003471,1
5003472,1
5003473,1
5003474,1
5003475,0
5003476,0
5003477,0
5003478,1
5003479,1
5003480,0
5003481,0
5003482,0
5003483,1
5003484,0
5003485,0
5003486,1
5003487,1
5003490,0
5003492,0
5003493,1
5003494,0
5003495,1
5003496,0
5003497,0
5003498,0
5003499,1
5003500,1
5003504,1
5003505,1
5003506,1
5003507,1
5003509,1
5003510,0
5003511,0
5003512,0
5003513,0
5003514,0
5003515,1
5003516,1
5003517,1
5003518,1
5003519,1
5003520,0
5003521,1
5003522,1
5003523,1
5003524,1
5003525,1
5003526,1
5003527,0
5003528,1
5003531,1
5003532,1
5003533,1
5003534,1
5003535,1
5003536,0
5003537,1
5003538,0
5003539,0
5003540,1
5003541,0
5003542,0
5003543,0
5003545,1
5003546,1
5003547,1
5003548,0
5003549,0
5003550,0
5003551,1
5003553,1
5003558,1
5003560,0
5003561,1
5003562,0
5003563,0
5003564,0
5003565,0
5003566,0
5003567,1
5003568,0
5003569,0
5003570,0
5003571,0
5003572,1
5003574,0
5003576,0
5003577,0
5003579,1
5003582,1
5003583,0
5003584,0
5003586,1
5003587,0
5003588,1
5003589,0
5003590,0
5003591,0
5003593,1
5003594,0
5003596,1
5003597,1
5003598,0
5003599,0
5003600,1
5003601,0
5003602,1
5003603,1
5003604,1
5003605,0
5003606,0
5003607,0
5003608,0
5003609,1
5003610,1
5003611,1
5003612,0
5003613,0
5003616,0
5003620,1
5003621,1
5003622,1
5003623,1
5003624,1
5003627,1
5003628,0
5003629,1
5003630,0
5003631,0
5003632,0
5003633,1
5003634,1
5003635,0
5003636,1
5003640,0
5003642,0
5003643,0
5003644,1
5003645,0
5003646,0
5003647,1
5003648,0
5003649,0
5003651,1
5003652,0
5003659,0
5003660,0
5003661,0
5003662,0
5003663,1
5003665,0
5003666,0
5003667,0
5003670,1
5003671,1
5003673,1
5003674,0
5003677,1
5003678,0
5003679,0
5003683,1
5003684,1
5003685,1
5003686,1
5003687,1
5003688,1
5003689,1
5003690,0
5003691,1
5003698,0
5003701,0
5003702,0
5003703,0
5003704,0
5003705,0
5003706,0
5003709,1
5003710,0
5003711,0
5003712,0
5003713,1
5003714,1
5003715,1
5003716,0
5003717,1
5003718,1
5003719,1
5003720,0
5003721,1
5003722,1
5003725,1
5003726,1
5003727,0
5003728,0
5003729,0
5003733,1
5003734,0
5003736,0
5003738,0
5003739,1
5003740,0
5003741,0
5003742,0
5003743,0
5003744,1
5003745,1
5003746,1
5003747,0
5003748,1
5003749,0
5003750,1
5003751,0
5003756,1
5003757,0
5003758,0
5003759,0
5003760,1
5003761,0
5003762,1
5003763,0
5003764,0
5003765,0
5003766,1
5003767,1
5003768,1
5003769,1
5003770,0
5003771,1
5003772,1
5003774,1
5003775,1
5003776,0
5003777,0
5003778,0
5003779,1
5003780,1
5003781,1
5003782,0
5003783,1
5003784,0
5003785,0
5003786,0
5003787,0
5003790,1
5003791,1
5003792,0
5003793,0
5003794,0
5003795,1
5003796,1
5003797,1
5003798,1
5003802,1
5003803,0
5003804,0
5003806,0
5003807,0
5003808,1
5003809,0
5003810,0
5003811,0
5003812,0
5003813,0
5003814,1
5003821,1
5003822,0
5003823,0
5003824,1
5003825,1
5003826,1
5003827,1
5003828,1
5003829,1
5003830,0
5003831,0
5003836,0
5003837,0
5003838,0
5003839,0
5003840,1
5003841,0
5003842,0
5003843,0
5003844,1
5003845,1
5003846,0
5003847,0
5003848,0
5003849,0
5003852,0
5003853,0
5003854,0
5003855,0
5003856,0
5003857,1
5003860,1
5003861,1
5003862,1
5003863,1
5003865,0
5003866,0
5003867,0
5003868,0
5003870,0
5003871,0
5003872,1
5003873,0
5003874,1
5003875,0
5003876,1
5003880,0
5003881,0
5003882,0
5003885,1
5003886,1
5003887,0
5003888,0
5003889,0
5003890,1
5003892,0
5003893,1
5003895,0
5003897,1
5003898,1
5003900,1
5003901,0
5003902,0
5003905,0
5003906,0
5003907,1
5003912,0
5003913,0
5003914,0
5003915,1
5003916,1
5003917,1
5003918,1
5003919,1
5003920,0
5003921,0
5003922,1
5003924,1
5003925,1
5003927,1
5003928,0
5003929,1
5003930,0
5003932,1
5003933,1
5003934,0
5003935,1
5003936,1
5003937,1
5003939,0
5003941,0
5003942,0
5003944,1
5003947,1
5003948,1
5003949,1
5003950,1
5003951,0
5003952,0
5003953,0
5003954,0
5003955,0
5003956,0
5003957,0
5003960,0
5003961,0
5003962,0
5003963,1
5003964,0
5003965,0
5003966,0
5003967,0
5003968,1
5003969,1
5003970,0
5003972,0
5003973,0
5003975,0
5003976,0
5003977,0
5003978,1
5003979,1
5003980,0
5003981,1
5003982,1
5003983,0
5003984,1
5003985,0
5003986,1
5003987,1
5003988,1
5003989,0
5003990,0
5003991,0
5003992,0
5003993,0
5003994,0
5003995,0
5003996,1
5003997,1
5003998,1
5003999,1
5004001,0
5004004,0
5004005,0
5004007,0
5004008,1
5004009,1
5004012,1
5004013,1
5004014,1
5004015,0
5004016,0
5004017,1
5004018,1
5004019,0
5004020,0
5004021,0
5004022,0
5004023,1
5004024,0
5004025,0
5004026,1
5004028,0
5004029,0
5004030,1
5004031,0
5004032,1
5004033,0
5004034,1
5004036,0
5004037,1
5004041,1
5004042,1
5004043,0
5004044,0
5004045,0
5004046,1
5004047,0
5004048,0
5004052,1
5004053,1
5004054,0
5004055,0
5004056,1
5004057,1
5004058,1
5004059,1
5004063,1
5004065,1
5004066,1
5004067,0
5004068,1
5004071,0
5004072,1
5004075,0
5004076,1
5004077,1
5004081,0
5004082,0
5004083,0
5004084,0
5004085,0
5004086,0
5004087,0
5004089,1
5004090,1
5004091,0
5004092,1
5004093,1
5004094,1
5004095,0
5004096,0
5004097,0
5004099,0
5004101,0
5004102,0
5004104,0
5004105,0
5004106,1
5004107,1
5004108,1
5004109,0
5004111,1
5004113,0
5004114,0
5004115,1
5004116,1
5004117,1
5004118,0
5004122,0
5004123,1
5004124,0
5004125,1
5004126,0
5004127,1
5004128,1
5004129,0
5004130,0
5004131,0
5004132,0
5004133,0
5004134,1
5004135,0
5004136,0
5004137,0
5004138,1
5004140,0
5004141,0
5004145,1
5004147,0
5004149,1
5004151,0
5004152,0
5004153,0
5004155,1
5004156,0
5004157,0
5004158,0
5004159,0
5004161,1
5004162,1
5004163,1
5004165,1
5004166,1
5004167,1
5004169,1
5004170,0
5004171,0
5004173,1
5004174,0
5004175,1
5004176,1
5004177,1
5004178,1
5004179,0
5004180,0
5004181,0
5004182,0
5004183,0
5004184,0
5004185,0
5004186,0
5004187,1
5004191,0
5004193,1
5004194,0
5004195,0
5004196,0
5004197,0
5004201,0
5004202,0
5004203,0
5004206,1
5004207,1
5004208,1
5004209,1
5004211,1
5004212,1
5004213,1
5004214,1
5004215,0
5004217,1
5004218,1
5004219,1
5004220,1
5004221,0
5004222,0
5004223,1
5004224,1
5004225,1
5004227,0
5004228,0
5004229,0
5004230,0
5004231,1
5004232,0
5004233,1
5004234,1
5004235,0
5004236,0
5004237,0
5004238,1
5004239,1
5004240,0
5004241,0
5004244,0
5004248,1
5004249,0
5004250,0
5004251,0
5004252,0
5004254,1
5004255,1
5004256,1
5004257,1
5004258,0
5004259,1
5004261,0
5004262,1
5004263,0
5004264,1
5004265,0
5004266,0
5004267,0
5004269,0
5004270,0
5004273,0
5004274,0
5004275,0
5004278,0
5004279,1
5004282,1
5004283,1
5004284,0
5004285,1
5004286,0
5004287,0
5004288,0
5004289,1
5004290,1
5004291,0
5004292,0
5004293,1
5004294,1
5004304,0
5004306,1
5004307,0
5004311,1
5004313,1
5004314,1
5004315,0
5004320,0
5004322,1
5004323,1
5004324,1
5004325,1
5004326,1
5004327,1
5004328,0
5004329,1
5004330,1
5004331,1
5004333,0
5004334,0
5004335,1
5004337,0
5004338,0
5004339,1
5004340,0
5004342,1
5004343,1
5004344,0
5004345,1
5004346,1
5004347,1
5004348,1
5004349,1
5004350,1
5004351,1
5004352,0
5004353,0
5004355,0
5004356,0
5004357,0
5004358,1
5004359,1
5004360,0
5004361,0
5004362,0
5004363,0
5004364,1
5004365,1
5004366,1
5004367,1
5004368,0
5004369,0
5004370,0
5004371,1
5004372,1
5004373,1
5004374,0
5004375,1
5004376,1
5004377,1
5004378,1
5004379,1
5004380,0
5004381,0
5004382,0
5004383,0
5004384,1
5004385,1
5004386,1
5004387,0
5004388,0
5004389,0
5004392,0
5004393,0
5004394,1
5004395,1
5004396,1
5004397,1
5004398,1
5004399,1
5004400,1
5004401,1
5004402,0
5004403,1
5004404,0
5004405,0
5004406,0
5004407,0
5004408,1
5004409,1
5004410,1
5004411,0
5004412,0
5004413,1
5004414,1
5004415,1
5004417,0
5004419,1
5004420,1
5004421,0
5004422,0
5004423,0
5004424,0
5004425,0
5004426,1
5004427,0
5004428,0
5004429,0
5004430,0
5004431,1
5004432,1
5004433,1
5004434,1
5004435,0
5004436,0
5004437,1
5004438,0
5004439,0
5004440,0
5004441,0
5004442,0
5004444,0
5004445,0
5004446,0
5004447,0
5004448,1
5004449,1
5004450,0
5004451,0
5004452,0
5004453,0
5004454,0
5004455,0
5004456,0
5004457,0
5004458,0
5004460,1
5004462,0
5004463,0
5004464,1
5004465,0
5004468,1
5004469,1
5004470,0
5004472,1
5004474,1
5004475,0
5004478,0
5004481,1
5004482,1
5004483,1
5004484,0
5004485,0
5004486,1
5004487,1
5004488,1
5004489,0
5004490,0
5004491,0
5004492,0
5004493,1
5004494,0
5004495,0
5004497,1
5004498,1
5004500,1
5004501,0
5004502,0
5004504,0
5004505,0
5004506,0
5004507,0
5004509,1
5004510,1
5004511,0
5004512,1
5004513,0
5004514,0
5004515,0
5004516,0
5004517,1
5004518,0
5004519,0
5004520,1
5004521,1
5004522,0
5004523,0
5004524,1
5004526,1
5004527,1
5004528,0
5004529,1
5004530,0
5004531,0
5004532,0
5004533,1
5004535,0
5004536,1
5004542,0
5004544,1
5004545,0
5004546,1
5004547,1
5004548,0
5004549,1
5004550,1
5004551,1
5004552,1
5004553,0
5004554,1
5004555,1
5004557,0
5004558,1
5004559,1
5004560,0
5004561,0
5004562,1
5004563,1
5004564,1
5004565,1
5004566,1
5004567,1
5004568,0
5004569,1
5004570,0
5004571,0
5004572,1
5004573,1
5004574,0
5004575,1
5004576,0
5004578,0
5004579,1
5004580,1
5004581,0
5004582,0
5004583,1
5004584,1
5004585,0
5004586,1
5004587,1
5004588,0
5004589,1
5004590,0
5004591,0
5004592,1
5004593,0
5004595,1
5004599,0
5004601,0
5004602,1
5004603,0
5004604,0
5004606,1
5004608,1
5004609,0
5004610,0
5004611,0
5004612,1
5004613,0
5004614,0
5004615,0
5004616,0
5004617,0
5004618,0
5004620,0
5004621,1
5004623,0
5004624,1
5004625,1
5004629,0
5004631,0
5004633,0
5004634,1
5004635,1
5004637,0
5004638,0
5004639,0
5004640,0
5004641,1
5004642,0
5004643,0
5004644,0
5004645,0
5004646,1
5004647,1
5004648,1
5004649,0
5004650,0
5004651,0
5004652,0
5004653,0
5004655,0
5004657,1
5004658,1
5004659,0
5004660,0
5004661,1
5004662,1
5004663,0
5004664,1
5004666,0
5004668,0
5004669,0
5004670,1
5004671,1
5004672,0
5004673,1
5004674,1
5004675,0
5004677,0
5004678,0
5004679,0
5004680,0
5004682,0
5004683,1
5004684,1
5004685,0
5004688,1
5004689,0
5004690,0
5004691,0
5004692,0
5004693,0
